STORE_ID,BUSINESS_MONTH,TOTAL_SALES,TOTAL_ORDER,DELIVERY_SALES,NON_DELIVERY_SALES,DELIVERY_ORDER,NON_DELIVERY_ORDER,DINEIN_SALES,DINEIN_ORDER,TAKEAWAY_SALES,TAKEAWAY_ORDER,DNP_ORDER,SWIGGY_DELIVERY_SALES,SWIGGY_DELIVERY_ORDER,ZOMATO_DELIVERY_SALES,ZOMATO_DELIVERY_ORDER,AMAZON_FOODS_DELIVERY_SALES,AMAZON_FOODS_DELIVERY_ORDER,AMAZON_FOODS_DINEIN_SALES,AMAZON_FOODS_DINEIN_ORDER,AMAZON_FOODS_TAKEAWAY_SALES,AMAZON_FOODS_TAKEAWAY_ORDER,GPAY_DELIVERY_SALES,GPAY_DELIVERY_ORDER,GPAY_DINEIN_SALES,GPAY_DINEIN_ORDER,GPAY_TAKEAWAY_SALES,GPAY_TAKEAWAY_ORDER,PAYTM_MICROAPP_DELIVERY_SALES,PAYTM_MICROAPP_DELIVERY_ORDER,PAYTM_MICROAPP_TAKEAWAY_SALES,PAYTM_MICROAPP_TAKEAWAY_ORDER,PAYTM_MICROAPP_DINEIN_SALES,PAYTM_MICROAPP_DINEIN_ORDER,PHONEPE_DELIVERY_SALES,PHONEPE_DELIVERY_ORDER,DESKTOP_DELIVERY_SALES,DESKTOP_DELIVERY_ORDER,DESKTOP_TAKEAWAY_SALES,DESKTOP_TAKEAWAY_ORDER,IRCTC_DELIVERY_SALES,IRCTC_DELIVERY_ORDER,NEW_APP_ANDROID_DELIVERY_SALES,NEW_APP_ANDROID_DELIVERY_ORDER,NEW_APP_ANDROID_DINEIN_SALES,NEW_APP_ANDROID_DINEIN_ORDER,NEW_APP_ANDROID_DRIVE_PICK_SALES,NEW_APP_ANDROID_DRIVE_PICK_ORDER,NEW_APP_ANDROID_TAKEAWAY_SALES,NEW_APP_ANDROID_TAKEAWAY_ORDER,NEW_APP_IPHONE_DELIVERY_SALES,NEW_APP_IPHONE_DELIVERY_ORDER,NEW_APP_IPHONE_DRIVE_PICK_SALES,NEW_APP_IPHONE_DRIVE_PICK_ORDER,NEW_APP_IPHONE_TAKEAWAY_SALES,NEW_APP_IPHONE_TAKEAWAY_ORDER,PWA_DELIVERY_SALES,PWA_DELIVERY_ORDER,PWA_DINEIN_SALES,PWA_DINEIN_ORDER,PWA_TAKEAWAY_SALES,PWA_TAKEAWAY_ORDER,CALL_CENTER_DELIVERY_SALES,CALL_CENTER_DELIVERY_ORDER,CALL_CENTER_TAKEAWAY_SALES,CALL_CENTER_TAKEAWAY_ORDER,PHONE_DELIVERY_SALES,PHONE_DELIVERY_ORDER,DINEIN_CHANNEL_SALES,DINEIN_CHANNEL_ORDER,ODC_DINEIN_SALES,ODC_DINEIN_ORDER,DINEIN_TAKEAWAY_SALES,DINEIN_TAKEAWAY_ORDER,KIOSK_DINEIN_SALES,KIOSK_DINEIN_ORDER,KIOSK_TAKEAWAY_SALES,KIOSK_TAKEAWAY_ORDER,OLD_APP_ANDROID_TAKEAWAY_SALES,OLD_APP_ANDROID_TAKEAWAY_ORDER,OLD_APP_IPHONE_TAKEAWAY_SALES,OLD_APP_IPHONE_TAKEAWAY_ORDER
AAI64311,9/4/2022,1419131.93,3797,1136679.79,391351.13,3567,1331,146953.33,515,334497.9,715,1,131935.96,311,341451.61,519,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,6967.37,9,1749,4,,1,413316.97,1131,31119,113,,1,67676.3,335,333517.35,531,,1,53491.5,155,36534.33,54,1967.71,7,4511.19,13,14696.37,33,4433.71,11,391.33,11,111199.36,366,,1,113651.31,399,,1,,1,,1,,1
AAI66616,9/4/2022,1693913.93,3999,719759.99,974153.94,1417,3573,531714.57,1457,443339.37,1115,1,91994.9,139,69196.9,146,,1,,1,,1,,1,,1,,1,,1,333,3,651.66,1,,1,6411.97,13,,1,,1,315996.77,715,64436.36,191,,1,135443.35,334,196514.53,343,,1,69471.1,131,13337.33,39,4136.94,9,9635.5,31,4763.35,9,3993.39,7,43764.34,35,437991.41,1191,,1,335594.14,631,,1,,1,,1,,1
AAI66565,9/4/2022,3147931.34,5931,1333331.96,914699.39,3317,3713,561935.69,1913,353763.6,791,1,144193.39,357,366943.95,671,,1,,1,,1,,1,,1,,1,,1,794,4,,1,,1,517.49,1,1141.71,3,19991.31,44,563361.51,1367,54939.91,161,,1,65373.49,316,395457.16,667,,1,36991.71,97,37459.69,64,3593.66,11,6173.19,19,11495.33,31,4591.95,17,5114.36,16,493331.97,1696,,1,139911.76,446,,1,,1,,1,,1
AAI65916,9/4/2022,3163699.33,4613,,3163699.33,1,4613,1591717.14,3493,491971.19,1119,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,95156.37,336,,1,59379.47,331,,1,,1,11447.59,37,,1,1395.19,4,436,3,,1,1373.61,3,,1,1465764.71,3193,,1,411436.53,966,,1,,1,,1,,1
AAI66395,9/4/2022,3979493.33,6973,1993991.35,995511.97,4534,3439,414435.43,1196,491175.54,1353,1,639763.39,1415,493799.39,1316,,1,,1,,1,,1,,1,,1,659.33,1,,1,953.39,1,,1,17117.3,33,3141,4,,1,557794.63,1355,33549.9,94,,1,93715.45,193,317379.33,435,,1,35994.15,77,44374.99,74,5393.1,11,7963.56,15,4343.41,9,11371.95,19,9961.9,9,359935.93,1157,,1,339991.63,946,,1,,1,,1,,1
AAI64119,9/4/2022,3534637.39,5991,1137976.13,1396651.37,3393,3499,561369.3,1511,935391.97,1977,1,37467.17,111,391676.53,569,,1,,1,,1,,1,,1,,1,,1,555.66,5,69,1,,1,1391.99,3,1375,3,,1,546413.96,1313,133541.69,391,,1,313611.55,769,331319.67,441,,1,144374.14,391,31561.93,43,5333.45,11,35373.46,47,5343.39,9,14515.7,33,4933.61,15,376411.35,1119,,1,346597.56,941,,1,,1,,1,,1
AAI64415,9/4/2022,1459737.91,3767,1193136.14,376591.77,3496,1391,139954.97,496,336736.9,795,1,93933.73,316,397595.3,641,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,7693.99,13,1733.39,1,,1,449353.13,1143,13435.66,34,,1,41554.93,117,199971.35,443,,1,19635.45,49,19491.39,33,513.14,3,3434,4,31719.63,43,3455,7,6511.95,56,119393.16,441,,1,169934.34,619,,1,,1,,1,,1
AAI66533,9/4/2022,3179933.16,6961,3541963.63,636969.54,5691,1371,344975.31,455,391994.33,915,1,711637.33,1516,553771.93,1374,,1,,1,,1,,1,,1,,1,3617.93,9,,1,,1,,1,19733.91,37,1163,4,,1,959994.3,3196,35793.39,61,,1,71363.77,167,311473.36,434,,1,39191.77,36,75377.15,139,3957.43,9,6139,13,14111.17,19,7139.57,9,4379.95,19,319575.15,377,,1,379311.13,599,,1,,1,,1,,1
AAI67139,9/4/2022,3133795.3,7653,,3133795.3,1,7653,3463653.31,6359,661143.99,1394,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,614,1,,1,,1,96637.3,371,,1,149941.55,391,,1,,1,36357.45,56,,1,349,1,1319,3,,1,371,1,,1,3344591.13,5939,,1,493941.99,953,,1,,1,,1,,1
AAI66391,9/4/2022,3115436.96,6565,3141717.71,964719.15,4617,1949,576615.95,1399,399113.3,651,1,611344.93,1311,467449.34,1136,,1,,1,,1,,1,,1,,1,471.33,1,,1,,1,,1,33691.19,37,1436.19,1,,1,754993.31,1716,63639.53,146,,1,57651.93,113,337373.33,436,,1,16559.56,36,56991.35,93,3339.66,4,5591.33,11,7349.69,13,3971.14,7,3365.66,5,494619.97,1114,,1,314116.46,493,,1,,1,,1,,1
AAI64451,9/4/2022,3391794.36,5373,1435659.19,955136.17,3939,3434,439537.7,1339,435619.47,1315,1,63394.73,147,411157.43,969,,1,,1,,1,,1,,1,,1,1116.9,1,,1,,1,,1,3693.33,6,3677.94,35,,1,494137.97,1153,79643.65,314,,1,69951.7,199,391316.37,753,,1,95441.31,199,44994.13,63,3131.9,6,4453.51,13,19956.75,31,6334.65,17,9311.7,31,399313.19,915,,1,357751.36,753,,1,,1,,1,,1
AAI66339,9/4/2022,3171391.93,3999,1176995.9,993395.13,3346,1753,433793.9,797,561611.33,965,1,493367.7,911,335156.59,471,,1,,1,,1,,1,,1,,1,,1,1119,1,,1,,1,7633.3,11,,1,,1,391993.3,594,14594.39,39,,1,66931.14,133,94351.4,169,,1,35469.57,37,53957.31,96,,1,31934.37,37,7993.77,11,16393.39,19,13964.63,15,411933.53,739,,1,439955.96,749,,1,,1,,1,,1
AAI66373,9/4/2022,1647359.34,4353,1174531.19,573939.16,3716,1636,393399.35,911,399539.91,936,1,113395.95,351,345999.57,545,,1,,1,,1,,1,,1,,1,473.33,1,353.57,1,467.57,1,,1,4343.61,6,,1,,1,499553.97,1414,79496.73,311,,1,71337.97,311,155499.93,365,,1,14141.69,43,44319.11,93,5973.93,16,3954.33,11,15197.15,34,14134.99,17,6173.56,37,191919.39,547,,1,197139.47,554,,1,,1,,1,,1
AAI66361,9/4/2022,3136479.93,6495,3311195.79,935394.15,4344,3141,493657.61,1393,333636.54,959,1,111136.64,354,413699.39,933,,1,,1,,1,,1,,1,,1,,1,79,1,,1,,1,9339.34,13,,1,719413.99,1319,519759.93,1195,46145.73,113,,1,71996.63,154,355351.99,656,,1,45379.15,131,51374.71,99,3113.39,4,9556.95,16,14551.99,36,33191.99,33,51611.13,63,414333.1,1119,,1,193444.13,534,,1,,1,,1,,1
AAI66751,9/4/2022,3935399.9,7759,1739619.9,1195779,4314,3554,445311.79,1341,751579.31,3313,1,165596.19,399,165113.95,437,,1,,1,,1,,1,,1,,1,3461.17,6,,1,,1,,1,3393,9,1993.99,3,,1,1114949.59,3533,119413.39,399,,1,333673.97,617,396937.93,597,,1,61517.69,139,91655.13,311,5646.57,17,15993.9,31,19353.19,33,5313.57,13,3363.19,3,315677.96,953,,1,443316.31,1413,,1,,1,,1,,1
AAI66653,9/4/2022,1736135.77,3997,913534.19,933511.69,1745,1343,346116.13,364,577395.56,979,1,399336.57,591,347119.75,455,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3147.75,3,1411.14,1,,1,359543.9,537,19937.57,31,,1,63565.19,111,79319.53,136,,1,34367.19,34,15439.99,31,4999.46,4,14645.74,14,6439.35,9,11541.7,11,4419.36,6,317695.97,333,,1,463956.91,717,,1,,1,,1,,1
AAI67191,9/4/2022,1954695.93,4574,1316339.99,749466.94,3939,1736,361343.13,933,397334.91,914,1,313363.74,491,311679.34,555,,1,,1,,1,,1,,1,,1,733.33,1,,1,,1,,1,3611.13,3,3346,3,,1,599314.11,1443,35469.33,59,,1,59716.74,141,147751.5,395,,1,14933.43,36,39734.19,63,517,1,9396.14,14,3359.33,5,533,3,914.43,4,339333.35,751,,1,311431.51,739,,1,,1,,1,,1
AAI67145,9/4/2022,3471991.35,6134,1943733.51,639357.94,4399,1936,311937.19,555,419331.65,1371,1,147499.75,371,433435.53,946,,1,,1,,1,,1,,1,,1,,1,,1,159,1,,1,3931,5,635.14,9,,1,634936.96,1565,36365.97,71,,1,73591.95,333,591993.39,1313,,1,91599.35,337,39334.93,56,349,3,5516.19,19,17331.93,31,13333.97,43,7533.44,34,167119.13,431,,1,334795.36,743,,1,,1,,1,,1
AAI64137,9/4/2022,1114311.63,3473,713613.39,391699.34,1757,715,115933.65,399,175765.69,436,1,116393.41,366,199199.15,463,,1,,1,,1,,1,,1,,1,,1,99,1,,1,,1,1665.9,3,99,3,,1,315355.9,915,39164.67,73,,1,47934.76,113,73764.63,155,,1,15166.79,35,19479.37,39,3149.51,6,4791,16,6941.93,11,3543,3,11915.1,17,77139.99,193,,1,115154.15,357,,1,,1,,1,,1
AAI66334,9/4/2022,1469794.33,3567,933913.99,535991.35,3193,1374,319499.13,795,337493.13,579,1,199954.79,491,349753.99,631,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,14339.33,33,,1,,1,339194.39,791,46654.63,113,,1,33739.93,56,111936.96,333,,1,11495.13,17,37631.11,51,,1,549,1,1199.95,3,,1,13115.69,1,347673.93,669,,1,193739.19,515,,1,,1,,1,,1
AAI66539,9/4/2022,4413369.77,11133,3195956.49,1316313.39,7557,3466,397333.33,991,919199.95,3476,1,431353.14,1134,756597.35,1963,,1,,1,,1,,1,,1,,1,,1,317,1,,1,,1,39579.77,34,733,3,,1,1349369.43,3513,79117.65,353,,1,114436.33,376,416751.99,995,,1,31195.17,47,99799.95,199,3331,13,11199.64,37,33439.19,31,1919,4,11399.19,33,391743.46,659,,1,761653.11,3119,,1,,1,,1,,1
AAI66675,9/4/2022,3413161.36,4361,1153341.13,1349931.34,3133,3339,473353.75,933,976666.49,1516,1,11339.79,17,131139.69,394,,1,,1,,1,,1,,1,,1,,1,159,1,549,1,,1,9953.65,7,5347.14,6,,1,449116.46,937,33953.49,79,,1,117333.69,351,339937.36,613,,1,134359.19,313,45337.39,69,1691.14,3,11111.43,16,35933.43,44,36113.39,59,43934.49,54,399917.16,669,,1,593464.77,993,,1,,1,,1,,1
AAI67131,9/4/2022,1151163,3511,,1151163,1,3511,651361.63,1319,499911.39,1193,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3333.94,1,,1,,1,39733.56,93,,1,91339.17,396,,1,,1,41193.99,91,,1,3179.39,3,6661.53,9,,1,3951.57,6,,1,617995.37,1313,,1,357643.39,799,,1,,1,,1,,1
AAI67199,9/4/2022,1433456.17,3699,951394.99,571161.19,3156,1643,399496,1154,193675.19,599,1,16511.45,34,,1,,1,,1,,1,,1,,1,,1,,1,,1,375.14,1,,1,961.66,3,4111,34,,1,371419.15,951,53765.49,133,,1,33963.43,116,377731.33,999,,1,41619.93,97,51749.53,113,336,3,3993.33,7,6115.3,11,3379.3,6,39939.57,59,394796.99,935,,1,99119.53,349,,1,,1,,1,,1
AAI63919,9/4/2022,3696115.71,6536,3151737.59,644399.13,4793,1733,317143.55,913,337145.57,931,1,139715.49,317,374963.17,914,,1,,1,,1,,1,,1,,1,593.33,1,119,3,,1,,1,9914.95,13,519,1,,1,1191997.15,3914,47199.19,114,,1,111199.99,369,341593.6,516,,1,33919.95,51,79591.56,171,3516.51,9,5197.39,13,13793.14,33,196,1,3799.4,36,361191.69,771,,1,197337.45,495,,1,,1,,1,,1
AAI63991,9/4/2022,3145395.16,5133,1593736,461559.16,3613,1511,131743.76,433,331916.3,1177,1,71317.93,154,399737.39,995,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,5313.11,13,654.14,11,,1,961974.36,3133,33959.3,119,,1,113667.31,414,179644.15,339,,1,36175.11,66,34513.19,73,1799,5,3355,9,13953.39,31,649,3,31514.9,116,99516.35,397,,1,197315.94,597,,1,,1,,1,,1
AAI66991,9/4/2022,999334.33,3313,335457.64,663966.59,794,1539,393993.97,641,391973.61,997,1,117659.17,351,69946.3,166,,1,,1,,1,,1,,1,,1,,1,,1,631,3,,1,963.9,3,,1,,1,116499.19,376,37717.61,94,,1,31355.13,113,34393.53,75,,1,7161.59,34,4391.64,11,993.33,3,1471,5,1763.66,3,,1,361.66,1,346964.13,537,,1,341997,746,,1,,1,,1,,1
AAI65964,9/4/2022,3941319.17,7911,1699111.94,1353319.33,3994,3917,1154336.6,3355,199991.63,663,1,159463.61,355,313931.41,713,,1,,1,,1,,1,,1,,1,3144.66,3,,1,349,3,,1,6571.76,11,159,3,,1,913373.47,3116,164516.93,597,,1,115996.95,355,333513.93,657,,1,15519.33,49,51547.63,94,15439.13,65,9317.93,39,7359.11,14,397,1,13311.39,43,953733.55,3533,,1,67913.63,317,,1,,1,,1,,1
AAI65933,9/4/2022,3733153.43,6163,3131133.11,693131.33,4333,1941,163415.19,559,539615.33,1391,1,443314.34,913,536633.96,1149,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,13369.99,17,964,1,,1,667715.7,1457,39473.31,97,,1,111551.13,391,319434.96,575,,1,33534.79,73,41199.39,74,941.33,3,9999.71,34,14676.39,36,14135.39,16,5911.69,33,137955.33,451,,1,363751.43,977,,1,,1,,1,,1
AAI66443,9/4/2022,3119133.46,7146,3155391.36,963953.3,4716,3331,479194.19,1334,394769.11,1116,1,366591.77,554,434314.49,919,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,6611.46,13,955,3,,1,1179953.53,3533,71635.16,319,,1,99997.57,391,371791.76,556,,1,35366.31,65,61131.56,113,3969.39,9,4496.14,17,9993.39,19,4151.31,9,36117.31,33,379979.61,955,,1,351111.79,733,,1,,1,,1,,1
AAI66633,9/4/2022,3573439.13,7773,3499171.4,1175366.63,5563,3319,459143.94,999,616133.79,1311,1,641797.19,1397,497973.73,1355,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,19553.69,36,615,3,,1,1137461.37,3353,69733.16,139,,1,119391.46,337,339677.53,494,,1,31119.14,53,71369.55,133,4771.14,9,11354.43,33,1469.51,4,349,1,1973.14,31,364414.46,733,,1,455394.76,995,,1,,1,,1,,1
AAI64314,9/4/2022,1791515.63,4733,665113.6,1116513.13,1913,3911,575949.46,1461,541653.56,1451,1,71637.7,195,73494.71,193,,1,,1,,1,,1,,1,,1,,1,345,1,,1,,1,1734.49,5,115,1,,1,413699.91,1176,47111.33,136,,1,57439.93,319,91693.61,199,,1,13639.33,33,31149.16,53,,1,4333.9,11,1334.14,4,569,1,3331.19,11,519393.73,1313,,1,465333.51,1196,,1,,1,,1,,1
AAI64463,9/4/2022,3135153.5,6119,1395349.39,749714.33,3644,3475,397139.69,1377,353675.53,1199,1,99413.13,339,146171.14,371,,1,,1,,1,,1,,1,,1,976.33,3,319,3,,1,,1,6493.63,13,,1,,1,969534.63,3613,37594.4,143,,1,99766.43,353,117367.34,379,,1,5491.53,31,39561.56,64,1756.14,5,619,3,16599.99,35,,1,1363.97,41,351744.37,1316,,1,346491.59,719,,1,,1,,1,,1
AAI65973,9/4/2022,1613449.73,3119,1111549.97,511999.95,1999,1131,369349.66,996,143649.19,344,1,311341.9,516,331146.5,519,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,31659.19,19,6966.41,6,,1,399719.36,574,41116.36,96,,1,44791.75,97,139991.19,315,,1,16771.56,35,19433.69,41,3111.46,6,11395.56,11,4674.91,9,,1,75794.35,16,399496.43,751,,1,64933.91,116,,1,,1,,1,,1
AAI64131,9/4/2022,1369199.49,3469,955537.3,513553.19,3151,1319,59159.9,155,454393.39,1164,1,347411.71,593,133631.13,336,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,994.15,3,,1,,1,349413.67,915,16351.95,53,,1,46437.3,194,96174.53,319,,1,11173.19,31,39313.33,79,3473.13,4,6969.94,19,6939.31,16,1494.51,4,4113.69,31,33439.19,99,,1,399537.36,937,,1,,1,,1,,1
AAI66974,9/4/2022,3397995.13,3959,1114697.55,1193317.59,1993,1975,417134.43,659,776193.16,1317,1,153967.93,337,356433.39,419,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,5377.13,6,,1,,1,436391.15,937,31311.33,39,,1,79357.66,146,137117.41,335,,1,35393.13,44,44343.19,59,359,1,31933.39,31,39333.63,33,14364.19,16,53956.14,79,397975.61,619,,1,636345.13,1191,,1,,1,,1,,1
AAI66439,9/4/2022,3393431.15,9391,3461593.57,931937.49,5719,3593,599567.19,1595,331371.3,997,1,495367.94,1179,363613.33,973,,1,,1,,1,,1,,1,,1,,1,394,1,,1,,1,13996.93,35,,1,,1,1347375.99,3969,139769.96,337,,1,95347.96,319,363335.67,554,,1,19639.93,45,73957.31,163,4464.46,13,3736.41,11,13959.97,39,914.57,3,3396.55,31,447959.19,1311,,1,313559.63,611,,1,,1,,1,,1
AAI63996,9/4/2022,3175493.64,5915,1197347.71,979144.93,3793,3133,453951.31,1136,435394.63,1197,1,133616.94,414,339997.13,735,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,1919.33,6,,1,,1,636134.63,3135,67337.96,317,,1,131164.79,476,169454.54,433,,1,36113.71,111,33951.54,57,1395.41,3,3961.55,7,919.73,4,9966.43,6,1574.91,9,361433.33,755,,1,356199.16,497,,1,,1,,1,,1
AAI66337,9/4/2022,4336517.35,9133,3311113.69,1135414.56,6443,1599,344171.1,311,791334.46,1399,1,541433.19,1134,994943.15,1957,,1,,1,,1,,1,,1,,1,1415.39,3,,1,,1,,1,47915.56,61,159,1,,1,1131699.63,3437,16733.97,49,,1,43566.63,153,411369.9,699,,1,19143.57,43,97166.5,175,3331.43,4,9195.71,14,73771.11,55,3193.57,9,33411.47,33,331111.53,339,,1,716996.99,1171,,1,,1,,1,,1
AAI67349,9/4/2022,3951991.19,6499,3343113.14,619997.14,4949,1639,319513.64,793,391393.4,947,1,619133.45,1179,555436.99,1376,,1,,1,,1,,1,,1,,1,3171.66,3,,1,,1,,1,33963.3,43,1653.57,3,,1,756796.91,1661,51343.93,139,,1,61419.4,331,396564.9,549,,1,13976.35,34,71343.97,133,3173.13,5,9369,14,7555.31,9,5943.57,3,11449.15,11,349593.73,611,,1,311134.51,563,,1,,1,,1,,1
AAI65953,9/4/2022,1199353.34,3639,439619.93,659733.33,994,1755,344174.74,951,315559.59,915,1,56193.19,117,1913.13,3,,1,,1,,1,,1,,1,,1,597.33,1,936,1,,1,,1,3457.33,4,1541.46,4,,1,337316.69,533,39471.13,113,,1,61951.34,151,113399.95,194,,1,34173.93,49,31799.91,39,3519.71,7,5353.17,7,4399.16,7,1319.95,3,1793.55,7,397941.9,911,,1,331499.14,591,,1,,1,,1,,1
AAI66169,9/4/2022,37373.95,71,,37373.95,1,71,17369.59,57,9915.37,13,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,4133,1,,1,,1,473.4,3,,1,3116.61,6,,1,,1,1339,3,,1,,1,459,1,,1,,1,,1,16193.19,54,,1,3169.66,3,,1,,1,,1,,1
AAI64413,9/4/2022,1331953.39,3477,449361.33,971693.17,971,1617,369131.9,531,613663.37,1176,1,3955.11,7,113733.39,313,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,199.39,1,,1,,1,133699.39,393,15114.16,39,,1,43153.59,113,169419.39,314,,1,91491.75,169,4953.74,11,1361.14,3,9619.11,13,11441.17,9,13349.43,35,35991.95,36,333963.4,437,,1,449161.51,757,,1,,1,,1,,1
AAI64393,9/4/2022,1313636.71,4116,733517.73,591119.99,1936,3191,117116.49,411,464113.5,1791,1,36516.33,91,135333.41,339,,1,,1,,1,,1,,1,,1,379.96,1,,1,,1,,1,393.76,3,911.9,3,,1,444993.35,1345,36171.95,136,,1,79796.55,395,94413.13,313,,1,34393.95,65,13569.5,33,316,3,3136.33,13,4396.37,13,4731.14,5,3946.13,11,75133.5,354,,1,351375.74,1411,,1,,1,,1,,1
AAI64497,9/4/2022,1961333.79,3964,1536169.53,335154.37,3119,956,113941.79,371,333313.49,596,1,513741.53,919,336319.56,519,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,34779.97,31,,1,,1,439691.65,955,39917.54,114,,1,33614.35,73,373993.17,494,,1,9611.56,33,41533.17,75,1173.14,3,3195.57,3,4135.13,7,339,1,3919.66,39,55464.3,134,,1,197593,479,,1,,1,,1,,1
AAI67311,9/4/2022,3935749.6,7339,3179333.76,756436.94,5331,1919,565911.99,1464,191615.96,445,1,713977.99,1736,593719.35,1577,,1,,1,,1,,1,,1,,1,766.33,1,69,1,,1,,1,6313.3,11,665,3,,1,631131.5,1416,51345.53,136,,1,65351.99,194,333979.13,497,,1,36435.97,59,37749.95,67,1393.93,4,9133.37,19,3997.99,7,3711,3,1.43,9,496371.56,1394,,1,95369.74,179,,1,,1,,1,,1
AAI63911,9/4/2022,951431.69,3631,356375.73,594154.95,557,3164,415933.93,1311,199331.13,764,1,11913.97,37,14453.55,39,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,439.33,1,4569.39,96,,1,139964.19,364,44336.37,159,,1,96444.31,439,49319.96,114,,1,39197.47,76,5667.49,14,,1,3143,4,3495.33,4,,1,44143.33,5,346455.11,1199,,1,55979.97,161,,1,,1,,1,,1
AAI66143,9/4/2022,3341334.73,6147,1745397.43,595137.3,4364,1793,311744.49,971,393393.91,913,1,149314.9,353,391619.13,735,,1,,1,,1,,1,,1,,1,3195.33,4,,1,,1,,1,3433.41,7,519.33,3,,1,1119373.6,3651,111366.79,336,,1,114559.35,313,331117.49,459,,1,17434.16,43,43334.46,111,3171.43,6,5193.31,11,11374.39,31,3646,6,6135.94,34,193391.14,591,,1,163153.96,439,,1,,1,,1,,1
AAI65997,9/4/2022,969117.46,3346,51551.4,916456.16,116,3131,459999.96,1156,456456.3,974,1,9651.41,17,1417.39,3,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,16797.93,45,13161.97,39,,1,51917.17,167,31194.37,44,,1,43751.16,113,1596.53,4,451.14,1,6313.37,11,,1,3971.71,6,994.19,4,435947.33,1114,,1,353514.99,699,,1,,1,,1,,1
AAI65933,9/4/2022,3913556.41,5943,3444971.13,359695.39,4995,959,311459.11,564,157337.17,394,1,744919.35,1433,591959.99,1313,,1,,1,,1,,1,,1,,1,1119.9,3,,1,,1,,1,39669.94,44,497,3,,1,719513.15,1499,33916.3,95,,1,34967.39,99,397933.13,557,,1,9744.94,37,65169.19,119,713.14,4,1153,4,3757.13,7,,1,31953.97,33,154599.39,436,,1,131965.95,173,,1,,1,,1,,1
AAI64173,9/4/2022,971961.69,3391,659339.4,311631.39,1663,639,77949.31,164,333673.19,464,1,195143.1,463,191416.37,453,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3391.43,9,341,1,,1,313191.79,576,13139.69,34,,1,34137.95,99,61967.56,131,,1,11736.56,35,13999.77,36,613.33,1,1969.57,5,1359.9,3,,1,1.6,5,59975.34,111,,1,195611,334,,1,,1,,1,,1
AAI63991,9/4/2022,1956493.47,4996,1431964.67,534519.9,3311,1595,353199.97,733,371439.93,963,1,371694.14,566,393145.66,695,,1,,1,,1,,1,,1,,1,331.33,1,,1,,1,,1,16433.9,19,631.55,3,,1,639919,1549,37171.99,93,,1,45616.77,167,164197.14,357,,1,17911.67,43,59993.39,119,937.65,3,7319.55,19,4939.39,11,337,1,3463.94,6,314741.56,619,,1,199634.39,633,,1,,1,,1,,1
AAI64159,9/4/2022,1995494.57,5511,1353165.9,733419.77,3396,3335,394469.1,933,449951.67,1393,1,119974.91,367,334915.93,564,,1,,1,,1,,1,,1,,1,,1,655,3,,1,,1,7313.59,14,,1,,1,636616.55,1733,69313.94,199,,1,117196.59,319,335144.76,617,,1,43113.19,113,39139.69,67,3591.17,11,6936.71,19,4971.56,9,6419.14,9,15331.93,36,193911.61,579,,1,395643.15,941,,1,,1,,1,,1
AAI64116,9/4/2022,1471517.15,3713,799933.35,671673.9,3196,1516,365939.16,944,315935.74,663,1,91914.63,311,159717.34,439,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3193.79,5,,1,,1,431433.33,1363,59697.3,171,,1,51933.97,331,113136.35,339,,1,19419.17,46,33151.55,53,1915,6,3939.37,7,3415.33,4,4115.43,7,3.36,6,393377.97,634,,1,339651.91,393,,1,,1,,1,,1
AAI67347,9/4/2022,4771479.19,9434,4493991.56,397496.63,9671,764,136175.5,394,161411.13,371,1,963599.96,1966,1356367.33,3515,,1,,1,,1,,1,,1,,1,699.19,3,,1,,1,,1,55553.31,57,599,11,,1,1135945.33,3371,16131.69,41,,1,39119.53,91,997571.35,1656,,1,33149.64,53,113951.57,196,439,1,4667.94,6,59963.19,59,3963.95,4,13653.73,59,113639.39,339,,1,113111.16,317,,1,,1,,1,,1
